Cards num pla. Prob
9 12 5 0.0
9 12 6 0.0
9 12 7 0.0
9 12 8 0.0
9 12 9 0.0
9 12 0 0.0
9 12 1 0.0
9 12 2 0.0
9 12 3 0.0
9 12 4 0.0
9 12 5 0.0
9 12 6 0.0
9 12 7 0.0
9 12 8 0.0
9 12 9 0.0
9 13 0 0.0
9 13 1 0.0
9 13 2 0.0
9 13 3 0.0
9 13 4 0.0
9 13 5 0.0
9 13 6 0.0
9 13 7 0.0
9 13 8 0.0
9 13 9 0.0
9 13 0 0.0
9 13 1 0.0
9 13 2 0.0
9 13 3 0.0
9 13 4 0.0
9 13 5 0.0
9 13 6 0.0
9 13 7 0.0
9 13 8 0.0
9 13 9 0.0
10 0 0 0.0
10 0 1 0.0
10 0 2 0.0
10 0 3 0.0
10 0 4 0.0
10 0 5 0.0
10 0 6 0.0
10 0 7 0.0
10 0 8 0.0
10 0 9 0.0
10 0 0 0.0
10 0 1 0.0
10 0 2 0.0
10 0 3 0.0
10 0 4 0.0
10 0 5 0.0
10 0 6 0.0
10 0 7 0.0
10 0 8 0.0
10 0 9 0.0
10 1 0 0.0
10 1 1 0.0
10 1 2 0.0
10 1 3 0.0
10 1 4 0.0
10 1 5 0.0
10 1 6 0.0
10 1 7 0.0
10 1 8 0.0
10 1 9 0.0
10 1 0 0.0
10 1 1 0.0
10 1 2 0.0
10 1 3 0.0
10 1 4 0.0
10 1 5 0.0
10 1 6 0.0
10 1 7 0.0
10 1 8 0.0
10 1 9 0.0
10 2 0 0.0
10 2 1 0.0
10 2 2 0.0
10 2 3 0.0
10 2 4 0.0
10 2 5 0.0
10 2 6 0.0
10 2 7 0.0
10 2 8 0.0
10 2 9 0.0
10 2 0 0.0
10 2 1 0.0
10 2 2 0.0
10 2 3 0.0
10 2 4 0.0
10 2 5 0.0
10 2 6 0.0
10 2 7 0.0
10 2 8 0.0
10 2 9 0.0
10 3 0 0.0
10 3 1 0.0
10 3 2 0.0
10 3 3 0.0
10 3 4 0.0
10 3 5 0.0
10 3 6 0.0
10 3 7 0.0
10 3 8 0.0
10 3 9 0.0
10 3 0 0.0
10 3 1 0.0
10 3 2 0.0
10 3 3 0.0
10 3 4 0.0
10 3 5 0.0
10 3 6 0.0
10 3 7 0.0
10 3 8 0.0
10 3 9 0.0
10 4 0 0.0
10 4 1 0.0
10 4 2 0.0
10 4 3 0.0
10 4 4 0.0
10 4 5 0.0
10 4 6 0.0
10 4 7 0.0
10 4 8 0.0
10 4 9 0.0
10 4 0 0.0
10 4 1 0.0
10 4 2 0.0
10 4 3 0.0
10 4 4 0.0
10 4 5 0.0
10 4 6 0.0
10 4 7 0.0
10 4 8 0.0
10 4 9 0.0
10 5 0 0.0
10 5 1 0.0
10 5 2 0.0
10 5 3 0.0
10 5 4 0.0
10 5 5 0.0
10 5 6 0.0
10 5 7 0.0
10 5 8 0.0
10 5 9 0.0
10 5 0 0.0
10 5 1 0.0
10 5 2 0.0
10 5 3 0.0
10 5 4 0.0
10 5 5 0.0
10 5 6 0.0
10 5 7 0.0
10 5 8 0.0
10 5 9 0.0
10 6 0 0.0
10 6 1 0.0
10 6 2 0.0
10 6 3 0.0
10 6 4 0.0
10 6 5 0.0
10 6 6 0.0
10 6 7 0.0
10 6 8 0.0
10 6 9 0.0
10 6 0 0.0
10 6 1 0.0
10 6 2 0.0
10 6 3 0.0
10 6 4 0.0
10 6 5 0.0
10 6 6 0.0
10 6 7 0.0
10 6 8 0.0
10 6 9 0.0
10 7 0 0.0
10 7 1 0.0
10 7 2 0.0
10 7 3 0.0
10 7 4 0.0
10 7 5 0.0
10 7 6 0.0
10 7 7 0.0
10 7 8 0.0
10 7 9 0.0
10 7 0 0.0
10 7 1 0.0
10 7 2 0.0
10 7 3 0.0
10 7 4 0.0
10 7 5 0.0
10 7 6 0.0
10 7 7 0.0
10 7 8 0.0
10 7 9 0.0
10 8 0 0.0
10 8 1 0.0
10 8 2 0.0
10 8 3 0.0
10 8 4 0.0
10 8 5 0.0
10 8 6 0.0
10 8 7 0.0
10 8 8 0.0
10 8 9 0.0
10 8 0 0.0
10 8 1 0.0
10 8 2 0.0
10 8 3 0.0
10 8 4 0.0
10 8 5 0.0
10 8 6 0.0
10 8 7 0.0
10 8 8 0.0
10 8 9 0.0
10 9 0 0.0
10 9 1 0.0
10 9 2 0.0
10 9 3 0.0
10 9 4 0.0
10 9 5 0.0
10 9 6 0.0
10 9 7 0.0
10 9 8 0.0
10 9 9 0.0
10 9 0 0.0
10 9 1 0.0
10 9 2 0.0
10 9 3 0.0
10 9 4 0.0
10 9 5 0.0
10 9 6 0.0
10 9 7 0.0
10 9 8 0.0
10 9 9 0.0
10 10 0 0.0
10 10 1 0.0
10 10 2 0.69155856
10 10 3 0.0
10 10 4 0.0
10 10 5 0.0
10 10 6 0.0
10 10 7 0.0
10 10 8 0.0
10 10 9 0.0
10 10 0 0.0
10 10 1 0.0
10 10 2 0.0
10 10 3 0.0
10 10 4 0.0
10 10 5 0.0
10 10 6 0.0
10 10 7 0.0
10 10 8 0.0
10 10 9 0.0
10 11 0 0.0
10 11 1 0.0
10 11 2 0.46840336
10 11 3 0.0
10 11 4 0.0
10 11 5 0.0
10 11 6 0.0
10 11 7 0.0
10 11 8 0.0
10 11 9 0.0
10 11 0 0.0
10 11 1 0.0
10 11 2 0.0
10 11 3 0.0
10 11 4 0.0
10 11 5 0.0
10 11 6 0.0
10 11 7 0.0
10 11 8 0.0
10 11 9 0.0
10 12 0 0.0
10 12 1 0.0
10 12 2 0.5041
10 12 3 0.0
10 12 4 0.0
10 12 5 0.0
10 12 6 0.0
10 12 7 0.0
10 12 8 0.0
10 12 9 0.0
10 12 0 0.0
10 12 1 0.0
10 12 2 0.0
10 12 3 0.0
10 12 4 0.0
10 12 5 0.0
10 12 6 0.0
10 12 7 0.0
10 12 8 0.0
10 12 9 0.0
10 13 0 0.0
10 13 1 0.0
10 13 2 0.0
10 13 3 0.0
10 13 4 0.0
10 13 5 0.0
10 13 6 0.0
10 13 7 0.0
10 13 8 0.0
10 13 9 0.0
10 13 0 0.0
10 13 1 0.0
10 13 2 0.0
10 13 3 0.0
10 13 4 0.0
10 13 5 0.0
10 13 6 0.0
10 13 7 0.0
10 13 8 0.0
10 13 9 0.0
11 0 0 0.0
11 0 1 0.0
11 0 2 0.0
11 0 3 0.0
11 0 4 0.0
11 0 5 0.0
11 0 6 0.0
11 0 7 0.0
11 0 8 0.0
11 0 9 0.0
11 0 0 0.0
11 0 1 0.0
11 0 2 0.0
11 0 3 0.0
11 0 4 0.0
11 0 5 0.0
11 0 6 0.0
11 0 7 0.0
11 0 8 0.0
11 0 9 0.0
11 1 0 0.0
11 1 1 0.0
11 1 2 0.0
11 1 3 0.0
11 1 4 0.0
11 1 5 0.0
11 1 6 0.0
11 1 7 0.0
11 1 8 0.0
11 1 9 0.0
11 1 0 0.0
11 1 1 0.0
11 1 2 0.0
11 1 3 0.0
11 1 4 0.0
11 1 5 0.0
11 1 6 0.0
11 1 7 0.0
11 1 8 0.0
11 1 9 0.0
11 2 0 0.0
11 2 1 0.0
11 2 2 0.0
11 2 3 0.0
11 2 4 0.0
11 2 5 0.0
11 2 6 0.0
11 2 7 0.0
11 2 8 0.0
11 2 9 0.0
11 2 0 0.0
11 2 1 0.0
11 2 2 0.0
11 2 3 0.0
11 2 4 0.0
11 2 5 0.0
11 2 6 0.0
11 2 7 0.0
11 2 8 0.0
11 2 9 0.0
11 3 0 0.0
11 3 1 0.0
11 3 2 0.0
11 3 3 0.0
11 3 4 0.0
11 3 5 0.0
11 3 6 0.0
11 3 7 0.0
11 3 8 0.0
11 3 9 0.0
11 3 0 0.0
11 3 1 0.0
11 3 2 0.0
11 3 3 0.0
11 3 4 0.0
11 3 5 0.0
11 3 6 0.0
11 3 7 0.0
11 3 8 0.0
11 3 9 0.0
11 4 0 0.0
11 4 1 0.0
11 4 2 0.0
11 4 3 0.0
11 4 4 0.0
11 4 5 0.0
11 4 6 0.0
11 4 7 0.0
11 4 8 0.0
11 4 9 0.0
11 4 0 0.0
11 4 1 0.0
11 4 2 0.0
11 4 3 0.0
11 4 4 0.0
11 4 5 0.0
11 4 6 0.0
11 4 7 0.0
11 4 8 0.0
11 4 9 0.0
11 5 0 0.0
11 5 1 0.0
11 5 2 0.0
11 5 3 0.0
11 5 4 0.0
11 5 5 0.0
11 5 6 0.0
11 5 7 0.0
11 5 8 0.0
11 5 9 0.0
11 5 0 0.0
11 5 1 0.0
11 5 2 0.0
11 5 3 0.0
11 5 4 0.0
11 5 5 0.0
11 5 6 0.0
11 5 7 0.0
11 5 8 0.0
11 5 9 0.0
11 6 0 0.0
11 6 1 0.0
11 6 2 0.0
11 6 3 0.0
11 6 4 0.0
11 6 5 0.0
11 6 6 0.0
11 6 7 0.0
11 6 8 0.0
11 6 9 0.0
11 6 0 0.0
11 6 1 0.0
11 6 2 0.0
11 6 3 0.0
11 6 4 0.0
11 6 5 0.0
11 6 6 0.0
11 6 7 0.0
11 6 8 0.0
11 6 9 0.0
11 7 0 0.0
11 7 1 0.0
11 7 2 0.0
11 7 3 0.0
11 7 4 0.0
11 7 5 0.0
11 7 6 0.0
11 7 7 0.0
11 7 8 0.0
11 7 9 0.0
11 7 0 0.0
11 7 1 0.0
11 7 2 0.0
11 7 3 0.0
11 7 4 0.0
11 7 5 0.0
11 7 6 0.0
11 7 7 0.0
11 7 8 0.0
11 7 9 0.0
11 8 0 0.0
11 8 1 0.0
11 8 2 0.0
11 8 3 0.0
11 8 4 0.0
11 8 5 0.0
11 8 6 0.0
11 8 7 0.0
11 8 8 0.0
11 8 9 0.0
11 8 0 0.0
11 8 1 0.0
11 8 2 0.0
11 8 3 0.0
11 8 4 0.0
11 8 5 0.0
11 8 6 0.0
11 8 7 0.0
11 8 8 0.0
11 8 9 0.0
11 9 0 0.0
11 9 1 0.0
11 9 2 0.0
11 9 3 0.0
11 9 4 0.0
11 9 5 0.0
11 9 6 0.0
11 9 7 0.0
11 9 8 0.0
11 9 9 0.0
11 9 0 0.0
11 9 1 0.0
11 9 2 0.0
11 9 3 0.0
11 9 4 0.0
11 9 5 0.0
11 9 6 0.0
11 9 7 0.0
11 9 8 0.0
11 9 9 0.0
11 10 0 0.0
11 10 1 0.0
11 10 2 0.0
11 10 3 0.0
11 10 4 0.0
11 10 5 0.0
11 10 6 0.0
11 10 7 0.0
11 10 8 0.0
11 10 9 0.0
11 10 0 0.0
11 10 1 0.0
11 10 2 0.0
11 10 3 0.0
11 10 4 0.0
11 10 5 0.0
11 10 6 0.0
11 10 7 0.0
11 10 8 0.0
11 10 9 0.0
11 11 0 0.0
11 11 1 0.0
11 11 2 0.72726784
11 11 3 0.0
11 11 4 0.0
11 11 5 0.0
11 11 6 0.0
11 11 7 0.0
11 11 8 0.0
11 11 9 0.0
11 11 0 0.0
11 11 1 0.0
11 11 2 0.0
11 11 3 0.0
11 11 4 0.0
11 11 5 0.0
11 11 6 0.0
11 11 7 0.0
11 11 8 0.0
11 11 9 0.0
11 12 0 0.0
11 12 1 0.0
11 12 2 0.51782416
11 12 3 0.0
11 12 4 0.0
11 12 5 0.0
11 12 6 0.0
11 12 7 0.0
11 12 8 0.0
11 12 9 0.0
11 12 0 0.0
11 12 1 0.0
11 12 2 0.0
11 12 3 0.0
11 12 4 0.0
11 12 5 0.0
11 12 6 0.0
11 12 7 0.0
11 12 8 0.0
11 12 9 0.0
11 13 0 0.0
11 13 1 0.0
11 13 2 0.0
11 13 3 0.0
11 13 4 0.0
11 13 5 0.0
11 13 6 0.0
11 13 7 0.0
11 13 8 0.0
11 13 9 0.0
11 13 0 0.0
11 13 1 0.0
11 13 2 0.0
11 13 3 0.0
11 13 4 0.0
11 13 5 0.0
11 13 6 0.0
11 13 7 0.0
11 13 8 0.0
11 13 9 0.0
12 0 0 0.0
12 0 1 0.0
12 0 2 0.0
12 0 3 0.0
12 0 4 0.0
12 0 5 0.0
12 0 6 0.0
12 0 7 0.0
12 0 8 0.0
12 0 9 0.0
12 0 0 0.0
12 0 1 0.0
12 0 2 0.0
12 0 3 0.0
12 0 4 0.0
12 0 5 0.0
12 0 6 0.0
12 0 7 0.0
12 0 8 0.0
12 0 9 0.0
12 1 0 0.0
12 1 1 0.0
12 1 2 0.0
12 1 3 0.0
12 1 4 0.0
12 1 5 0.0
12 1 6 0.0
12 1 7 0.0
12 1 8 0.0
12 1 9 0.0
12 1 0 0.0
12 1 1 0.0
12 1 2 0.0
12 1 3 0.0
12 1 4 0.0
12 1 5 0.0
12 1 6 0.0
12 1 7 0.0
12 1 8 0.0
12 1 9 0.0
12 2 0 0.0
12 2 1 0.0
12 2 2 0.0
12 2 3 0.0
12 2 4 0.0
12 2 5 0.0
12 2 6 0.0
12 2 7 0.0
12 2 8 0.0
12 2 9 0.0
12 2 0 0.0
12 2 1 0.0
12 2 2 0.0
12 2 3 0.0
12 2 4 0.0
12 2 5 0.0
12 2 6 0.0
12 2 7 0.0
12 2 8 0.0
12 2 9 0.0
12 3 0 0.0
12 3 1 0.0
12 3 2 0.0
12 3 3 0.0
12 3 4 0.0
12 3 5 0.0
12 3 6 0.0
12 3 7 0.0
12 3 8 0.0
12 3 9 0.0
12 3 0 0.0
12 3 1 0.0
12 3 2 0.0
12 3 3 0.0
12 3 4 0.0
12 3 5 0.0
12 3 6 0.0
12 3 7 0.0
12 3 8 0.0
12 3 9 0.0
12 4 0 0.0
12 4 1 0.0
12 4 2 0.0
12 4 3 0.0
12 4 4 0.0
12 4 5 0.0
12 4 6 0.0
12 4 7 0.0
12 4 8 0.0
12 4 9 0.0
12 4 0 0.0
12 4 1 0.0
12 4 2 0.0
12 4 3 0.0
12 4 4 0.0
12 4 5 0.0
12 4 6 0.0
12 4 7 0.0
12 4 8 0.0
12 4 9 0.0
12 5 0 0.0
12 5 1 0.0
12 5 2 0.0
12 5 3 0.0
12 5 4 0.0
12 5 5 0.0
12 5 6 0.0
12 5 7 0.0
12 5 8 0.0
12 5 9 0.0
12 5 0 0.0
12 5 1 0.0
12 5 2 0.0
12 5 3 0.0
12 5 4 0.0
12 5 5 0.0
12 5 6 0.0
12 5 7 0.0
12 5 8 0.0
12 5 9 0.0
12 6 0 0.0
12 6 1 0.0
12 6 2 0.0
12 6 3 0.0
12 6 4 0.0
12 6 5 0.0
12 6 6 0.0
12 6 7 0.0
12 6 8 0.0
12 6 9 0.0
12 6 0 0.0
12 6 1 0.0
12 6 2 0.0
12 6 3 0.0
12 6 4 0.0
12 6 5 0.0
12 6 6 0.0
12 6 7 0.0
12 6 8 0.0
12 6 9 0.0
12 7 0 0.0
12 7 1 0.0
12 7 2 0.0
12 7 3 0.0
12 7 4 0.0
12 7 5 0.0
12 7 6 0.0
12 7 7 0.0
12 7 8 0.0
12 7 9 0.0
12 7 0 0.0
12 7 1 0.0
12 7 2 0.0
12 7 3 0.0
12 7 4 0.0
12 7 5 0.0
12 7 6 0.0
12 7 7 0.0
12 7 8 0.0
12 7 9 0.0
12 8 0 0.0
12 8 1 0.0
12 8 2 0.0
12 8 3 0.0
12 8 4 0.0
12 8 5 0.0
12 8 6 0.0
12 8 7 0.0
12 8 8 0.0
12 8 9 0.0
12 8 0 0.0
12 8 1 0.0
12 8 2 0.0
12 8 3 0.0
12 8 4 0.0
12 8 5 0.0
12 8 6 0.0
12 8 7 0.0
12 8 8 0.0
12 8 9 0.0
12 9 0 0.0
12 9 1 0.0
12 9 2 0.0
12 9 3 0.0
12 9 4 0.0
12 9 5 0.0
12 9 6 0.0
12 9 7 0.0
12 9 8 0.0
12 9 9 0.0
12 9 0 0.0
12 9 1 0.0
12 9 2 0.0
12 9 3 0.0
12 9 4 0.0
12 9 5 0.0
12 9 6 0.0
12 9 7 0.0
12 9 8 0.0
12 9 9 0.0
12 10 0 0.0
12 10 1 0.0
12 10 2 0.0
12 10 3 0.0
12 10 4 0.0
12 10 5 0.0
12 10 6 0.0
12 10 7 0.0
12 10 8 0.0
12 10 9 0.0
12 10 0 0.0
12 10 1 0.0
12 10 2 0.0
12 10 3 0.0
12 10 4 0.0
12 10 5 0.0
12 10 6 0.0
12 10 7 0.0
12 10 8 0.0
12 10 9 0.0
12 11 0 0.0
12 11 1 0.0
12 11 2 0.0
12 11 3 0.0
12 11 4 0.0
12 11 5 0.0
12 11 6 0.0
12 11 7 0.0
12 11 8 0.0
12 11 9 0.0
12 11 0 0.0
12 11 1 0.0
12 11 2 0.0
12 11 3 0.0
12 11 4 0.0
12 11 5 0.0
12 11 6 0.0
12 11 7 0.0
12 11 8 0.0
12 11 9 0.0
12 12 0 0.0
12 12 1 0.0
12 12 2 0.7694798399999999
12 12 3 0.0
12 12 4 0.0
12 12 5 0.0
12 12 6 0.0
12 12 7 0.0
12 12 8 0.0
12 12 9 0.0
12 12 0 0.0
12 12 1 0.0
12 12 2 0.0
12 12 3 0.0
12 12 4 0.0
12 12 5 0.0
12 12 6 0.0
12 12 7 0.0
12 12 8 0.0
12 12 9 0.0
12 13 0 0.0
12 13 1 0.0
12 13 2 0.0
12 13 3 0.0
12 13 4 0.0
12 13 5 0.0
12 13 6 0.0
12 13 7 0.0
12 13 8 0.0
12 13 9 0.0
12 13 0 0.0
12 13 1 0.0
12 13 2 0.0
12 13 3 0.0
12 13 4 0.0
12 13 5 0.0
12 13 6 0.0
12 13 7 0.0
12 13 8 0.0
12 13 9 0.0
13 0 0 0.0
13 0 1 0.0
13 0 2 0.0
13 0 3 0.0
13 0 4 0.0
13 0 5 0.0
13 0 6 0.0
13 0 7 0.0
13 0 8 0.0
13 0 9 0.0
13 0 0 0.0
13 0 1 0.0
13 0 2 0.0
13 0 3 0.0
13 0 4 0.0
13 0 5 0.0
13 0 6 0.0
13 0 7 0.0
13 0 8 0.0
13 0 9 0.0
13 1 0 0.0
13 1 1 0.0
13 1 2 0.0
13 1 3 0.0
13 1 4 0.0
13 1 5 0.0
13 1 6 0.0
13 1 7 0.0
13 1 8 0.0
13 1 9 0.0
13 1 0 0.0
13 1 1 0.0
13 1 2 0.0
13 1 3 0.0
13 1 4 0.0
13 1 5 0.0
13 1 6 0.0
13 1 7 0.0
13 1 8 0.0
13 1 9 0.0
13 2 0 0.0
13 2 1 0.0
13 2 2 0.0
13 2 3 0.0
13 2 4 0.0
13 2 5 0.0
13 2 6 0.0
13 2 7 0.0
13 2 8 0.0
13 2 9 0.0
13 2 0 0.0
13 2 1 0.0
13 2 2 0.0
13 2 3 0.0
13 2 4 0.0
13 2 5 0.0
13 2 6 0.0
13 2 7 0.0
13 2 8 0.0
13 2 9 0.0
13 3 0 0.0
13 3 1 0.0
13 3 2 0.0
13 3 3 0.0
13 3 4 0.0
13 3 5 0.0
13 3 6 0.0
13 3 7 0.0
13 3 8 0.0
13 3 9 0.0
13 3 0 0.0
13 3 1 0.0
13 3 2 0.0
13 3 3 0.0
13 3 4 0.0
13 3 5 0.0
13 3 6 0.0
13 3 7 0.0
13 3 8 0.0
13 3 9 0.0
13 4 0 0.0
13 4 1 0.0
13 4 2 0.0
13 4 3 0.0
13 4 4 0.0
13 4 5 0.0
13 4 6 0.0
13 4 7 0.0
13 4 8 0.0
13 4 9 0.0
13 4 0 0.0
13 4 1 0.0
13 4 2 0.0
13 4 3 0.0
13 4 4 0.0
13 4 5 0.0
13 4 6 0.0
13 4 7 0.0
13 4 8 0.0
13 4 9 0.0
13 5 0 0.0
13 5 1 0.0
13 5 2 0.0
13 5 3 0.0
13 5 4 0.0
13 5 5 0.0
13 5 6 0.0
13 5 7 0.0
13 5 8 0.0
13 5 9 0.0
13 5 0 0.0
13 5 1 0.0
13 5 2 0.0
13 5 3 0.0
13 5 4 0.0
13 5 5 0.0
13 5 6 0.0
13 5 7 0.0
13 5 8 0.0
13 5 9 0.0
13 6 0 0.0
13 6 1 0.0
13 6 2 0.0
13 6 3 0.0
13 6 4 0.0
13 6 5 0.0
13 6 6 0.0
13 6 7 0.0
13 6 8 0.0
13 6 9 0.0
13 6 0 0.0
13 6 1 0.0
13 6 2 0.0
13 6 3 0.0
13 6 4 0.0
13 6 5 0.0
13 6 6 0.0
13 6 7 0.0
13 6 8 0.0
13 6 9 0.0
13 7 0 0.0
13 7 1 0.0
13 7 2 0.0
13 7 3 0.0
13 7 4 0.0
13 7 5 0.0
13 7 6 0.0
13 7 7 0.0
13 7 8 0.0
13 7 9 0.0
13 7 0 0.0
13 7 1 0.0
13 7 2 0.0
13 7 3 0.0
13 7 4 0.0
13 7 5 0.0
13 7 6 0.0
13 7 7 0.0
13 7 8 0.0
13 7 9 0.0
13 8 0 0.0
13 8 1 0.0
13 8 2 0.0
13 8 3 0.0
13 8 4 0.0
13 8 5 0.0
13 8 6 0.0
13 8 7 0.0
13 8 8 0.0
13 8 9 0.0
13 8 0 0.0
13 8 1 0.0
13 8 2 0.0
13 8 3 0.0
13 8 4 0.0
13 8 5 0.0
13 8 6 0.0
13 8 7 0.0
13 8 8 0.0
13 8 9 0.0
13 9 0 0.0
13 9 1 0.0
13 9 2 0.0
13 9 3 0.0
13 9 4 0.0
13 9 5 0.0
13 9 6 0.0
13 9 7 0.0
13 9 8 0.0
13 9 9 0.0
13 9 0 0.0
13 9 1 0.0
13 9 2 0.0
13 9 3 0.0
13 9 4 0.0
13 9 5 0.0
13 9 6 0.0
13 9 7 0.0
13 9 8 0.0
13 9 9 0.0
13 10 0 0.0
13 10 1 0.0
13 10 2 0.0
13 10 3 0.0
13 10 4 0.0
13 10 5 0.0
13 10 6 0.0
13 10 7 0.0
13 10 8 0.0
13 10 9 0.0
13 10 0 0.0
13 10 1 0.0
13 10 2 0.0
13 10 3 0.0
13 10 4 0.0
13 10 5 0.0
13 10 6 0.0
13 10 7 0.0
13 10 8 0.0
13 10 9 0.0
13 11 0 0.0
13 11 1 0.0
13 11 2 0.0
13 11 3 0.0
13 11 4 0.0
13 11 5 0.0
13 11 6 0.0
13 11 7 0.0
13 11 8 0.0
13 11 9 0.0
13 11 0 0.0
13 11 1 0.0
13 11 2 0.0
13 11 3 0.0
13 11 4 0.0
13 11 5 0.0
13 11 6 0.0
13 11 7 0.0
13 11 8 0.0
13 11 9 0.0
13 12 0 0.0
13 12 1 0.0
13 12 2 0.0
13 12 3 0.0
13 12 4 0.0
13 12 5 0.0
13 12 6 0.0
13 12 7 0.0
13 12 8 0.0
13 12 9 0.0
13 12 0 0.0
13 12 1 0.0
13 12 2 0.0
13 12 3 0.0
13 12 4 0.0
13 12 5 0.0
13 12 6 0.0
13 12 7 0.0
13 12 8 0.0
13 12 9 0.0
13 13 0 0.0
13 13 1 0.0
13 13 2 0.0
13 13 3 0.0
13 13 4 0.0
13 13 5 0.0
13 13 6 0.0
13 13 7 0.0
13 13 8 0.0
13 13 9 0.0
13 13 0 0.0
13 13 1 0.0
13 13 2 0.0
13 13 3 0.0
13 13 4 0.0
13 13 5 0.0
13 13 6 0.0
13 13 7 0.0
13 13 8 0.0
13 13 9 0.0
